photo_id,business_id,caption,label
48SJKR5QROWfljZtrhSJCw,kmotrMCH6l-dbMZAJ4g27Q,exterior,outside
m8_Vx7ovPseqK_r-Zly2Cg,TIMYy-4DvpDEaJGzzMoMCQ,,food
mrF6D4VNFx8pl3GXEMq9tA,dqCh-L9qSQoW6YudvERNrg,Appetizers and quesadillas,menu
q_E0vieh1U0KiEVjN9ph8g,5T9jV-wah1mHwKl-MQ5JmQ,,drink
YKapezyq-Vup32EH8lNomw,0X5TTmfBPPY98Ra2CcSw0Q,,drink
alzjJd3RJ7Qn2mafNuY9tw,6kMEt2jDpFHIt2fFuVczEw,"His Goatness, my always-plus-one",inside
Pkb5Wtuj2bGVjkXwWPjXAg,hdtnpHXn-iIFTzPLvoOK0Q,Entrance,outside
4VknDOdC40PwfRTJT6b87w,Izj9SZocemNgqLKi4h8R4w,Sunset view,outside
vjeBsunIsKEWGpmQPOktTw,quk6TFDQyuQ4g0KuIb9qUA,The Basil pizza is beloved by Toni Basil and Basil Exposition,menu
I4LqHDwZi6XX45J8IiOVHg,xPI3oH63OtsdNRJIR_I1iA,,drink
6y170FDje6dqZ7rUlgAcmg,yAEKaEvsCNxOYv1M1kiQhg,Shrimp plate with Two side Greek salad & hummus,food
pxSvUFL4l5g_U9nrhJgl6g,hh6t95hiS-RqRt6bEz1SPw,Private dining room,inside
ItO8iVOvQpV2vOofYKL3GQ,OQtiglitfleC-roso3jXDw,,food
vREr5dLwKJzHqSmdPiSn6Q,A53r5VFXvxLM7GqiQUiTJA,Edamame,food
J5ebSMSMFlb2yQuSSYOnKg,MMOeXmCQ0MCWl4OInCnfWQ,,food
LTq3L2S_J8PLJiCFAShb2w,z-9_8ot2TnKL9DX4k3MYMQ,Caprese salad,food
8LmKbjvAVTQ8_Qi5MHOdIA,ri7LOsk5W_xGVfxhXFHY5Q,,inside
nstkVdQ9oIZDF3OD78GG4A,-cDVG1zBZPBYU3TAoshgxw,Iced Shaken Espresso,drink
nPVTfVP9HJJgIA9CDSyvZA,2asnS43SyxMKhc9Z9h2iSw,Fun times at the White Castle,inside
6QWyzrtyQF1rAdMdMC8e5Q,S8ZFYEgMejpChID8tzKo9A,Sangria tinto,drink
bvRfuFRXPxu10ZYpd0NeZA,TV81bpCQ6p6o4Hau5hk-zw,,inside
oZ-CwIg9Ma2Gn674b7lPpg,1-X7CTrw5eRUA8fBHbjUvQ,,menu
QTFwbR-L_VxNIJjKo-5Z8A,ai3DEXs_ziB1AOHVUKGtiA,A variety of smoothies,drink
cmHXK4VVfhLg69mPEMTu7A,Qpyp_qwSCxb6a0PsLcJnwA,Bourbon,drink
wz-3DCkN4vacFFjhmxhDYQ,FEXhWNCMkv22qG04E83Qjg,,inside
hhDbJWlmNjLoPPEzeB-Mvw,IIC_gGdLTSCbRMtKzg1-ZQ,Our Christmas decorations are up!,inside
mXz8CSpvk0VvLyr1uro3dg,95tAFc8hVfzVr0uRJuDbaw,,outside
XeN7yGFWXczjmhPRZ5IITA,x1-RLqVvspmksSiICHCcRw,Carved buttercream design. Inspired by ceramics.,drink
Zv0i3YbW_hsXh_31g5zSyQ,6POxtHV_ZIpCJKBd3u_efA,,menu
OygI6K4muWoB2-fiI4Fhzw,Khv2xprJmMO69kjhr6g5Eg,,outside
g_w-sJththN7t6CDGYH8Yg,Yu7gMbmsmfTIh1wGX7Eetw,Happy Hour,drink
Nkb3JobC7m-WurzdBOBgUg,6POxtHV_ZIpCJKBd3u_efA,,menu
qJoah_eRYngBqr9loubCbA,540plBqdqZD_sAqMWZJ3EA,,inside
7wgE_vnt58Er7TMfOqSqVQ,R3FDYMQBrMpkUquwE-eniQ,,drink
Aag2tNbtsz7qwxNTZjxwcQ,N1we1YLrBxPOoenxJwzdOA,,drink
gJDj7IxPxpJ5Px1tCWpcww,NJvh3pLAPYGFvk6qBKVg3g,"In drive thru, and theyre hiring.",outside
SiSu6CJ4wKYdwQDJq1X0QQ,naFGcne3L3jawX6dojSE4w,Outside dining,outside
bgSnPAaHUY1CCwQZoDtS1g,z5nU7jIyr-_Hv5ZDH0nY1A,,drink
GnYlOLWl4morZlqoKmx2jQ,z4pCmH_yphNtse3ySNCzFw,My favorite place,outside
nImjrD-QLtP4FNR_WFcbOw,RF2nNrvOV8n3lFPCd2jfpg,,menu
zT1ceqYptohh5AtC6hQVSQ,bWJZiwXPWgtlmDDyt-YCEw,,drink
GQKXRthrUgg3bqrR7neydw,dDU-0EW4Asx-RnM-vULFQw,Drinks Menu.  Very nice open and bright interior decor.,inside
S7CL3F3alL4uFZwSnCXM5Q,qiEX2ruSAfLLdS2Ia_l8VQ,,food
PLW9Gkg0hquCLV_cE3T1Fw,rE5uySmc9eaADCXUaE0zEQ,Lamb shops were great.,food
rVkAFbGuS_8xKGegc54Pww,X-BZp1KMgGzKkf_92Y3fWw,,drink
grN3tz-pURtsyCLOslqRWA,QKPCzNPs-QiBIymqWhE01Q,Six minute Irish Egg,food
cdIabxlqoJmuznGS0Deecg,IzUXCIMWeocK1fJHdrgJgA,,menu
CKslJADigIU2xFYxLf2ONQ,_oRpJmQchbbEGEn3Xo8OPg,Menu,menu
qraKNLlfQtVZ7hKzJgwSwQ,iGTrw3hno7Yf6e6B98VZMA,,drink
iRcS3qIMVPjxYF07qNNGxA,x3Ifr1jj2Qu7JDZto6Kbfg,,outside
xxJDTTPPOwhUrcMTARBPyg,ow7hDGkfVJH65nniXH1a0g,,inside
AdWEWsUEH8qJjhlE3nXp_Q,dz_aIFbATP2PLWQSOBnMfw,Pancakes,food
w_CLjdhKWsvoqT0kNXwAUw,KhBUg5QhBYuK8RZAe5gDMQ,Delicious and nutritious - Rekorderlig Pear Cider,drink
Rv2wba_toj00c5y4f2xX-g,KXO2vfYa82eh4jBskltAFg,Bar area,inside
TaLN_5pt2ret3_K3OG0OQQ,EfJ-1C8PH9TpGTskFqUvhQ,Nice little patio,drink
JSAQ5q-dyTj-G6ggPY0IKw,m87qQsq2SMJruE9tVQTIrA,,menu
wD1U7t3hV9Lul5TFSDT4vw,EQ-TZ2eeD_E0BHuvoaeG5Q,,drink
7GDrnQYkgRmBtvUg5TZmAw,X9e-lTfOeY0z6C-VAiSf5Q,Sandi having fun with Dickey!,inside
F679mKPACcf8sKH4F2Cwtg,m2h9ANlF2_eRg9IfKwsivA,,inside
sdnDfcIyUX5RINRNMa5xYw,UeYZgcORV2Veo_BZzdiaTg,,inside
fCluZLOnSN2XbpObYHyVMw,6CpCnFzpyOV4ymhNP1AOGw,Menù,menu
M94EXpV5E71vBPL4x_BnXQ,c_a38vt6v2tRq-VjdTZHZw,,food
S0rZGgiVSH96cUuFR20jbw,UKDDD0iGHRchvvuDWsoYLw,Menu 2 (March 2016),menu
7fnuPNbLCdAtKMkLyakxSg,gEJ3a8-m6VB827e6GHromw,,outside
N2ni7jqaHbnsiqOeEQPoVw,uiHQEL5RQHSbZhSQDnGW4Q,Bar in the restaurant side.,inside
pXWqMjz1JHcsdMFI4yRoEg,_C7QiQQc47AOEv4PE3Kong,,inside
OCaiWEGyFd-r2N23pInkdQ,EtM079Cj7-B3G7jPsGYb_Q,,inside
9JZ0PZIwlIcnCu21LjJxtQ,vdoA5t_zL0nTTww1PQkTVw,,drink
HNt3RRmWwg9LAZ5AtxagDw,jpAcVXIMhiCM-XiryRWOcA,,food
LOAv2QTnVUMZtDNZthlavw,q2iS794-52tFAC2ScQFTug,"Menu. The one that started it all was pretty darn good. Goat cheese, habanero, with a raspberry ribbon",menu
5hNM6b6Ge0XVhqIu23BC0w,Qc9r_Vbrx2I4yQmvPIP_0A,,menu
vvUzP2pN7IOicxU5Ch9ybQ,My9NAWShKtNqBYw7200qOw,Prickly Pear Marg,drink
QfhLoJcEfCZwz0KLdkG1ew,-FMI0_EhMjwXaAgHVGuG2Q,,inside
TPIeQT5NbnZ1K9OBrE_gcw,OX3ArWSP85bK4cdk51tdmw,,inside
ooot3j_EExCvId36xCsvUw,O4ZaqslyHdkCpyv4JQDzMw,,menu
iDb1uSpolMN0-IxgYzpc4Q,zwrgCMuZyFX46mL3piDyjg,Back Patio,outside
7adfabqvcjvkL3uB8kIwTg,g0OWissnXQgRJVJGYv1mfQ,,menu
BywVHAZiAKpKjcwaAijM0g,fgIAN_Y-hgPq6E-MPZk8vg,,drink
yzotdcgH1Cb2TKwdwkwKaA,MJ3ZLrYqO-sRVig4nVmjpA,Prices.,menu
xDH4fc6rB-Z0Pr6V4w4M0w,ILvJAuSP0sYWJKAQ-Goh4Q,,inside
ZxYH50cSp5pv2A_cF4WD1g,-Iwzp-1JyrQFUOLEmaDavA,"Italian Margarita made with Jose Cuervo Especial Silver tequila, triple sec and amaretto.",drink
ZzaDnlwZisH3fIFrrWPwQw,H6qwTMghkuxOoOHEheYo-g,Menu,menu
Kltm3-nxv6kDRVaUW71rmw,t6gAgrvNQDHHvyhBXUDFrQ,Nice outdoor patio,outside
KKtI03H9NtK1ISPLgr2nng,Ur01981F9KUSjc_XqN8QJw,,food
oKaX8QEtZv1LSCIW_B5KNg,ol5npt2HXo9r3yKa3wBlYQ,,inside
nyw2xZkpMCrLb5NtxZgK1Q,hzuv62gXYHqAKJ7nZrRGhA,,drink
ROiZ0CDFh5NheQ1arRtLXw,SJ3JA9EwBmQeQJXxC8T0vw,Iced Matcha latte,drink
C_Ye7tsxqd2K7mm7aU7fSg,sL5Rmq0WB3MWOeLlav8bBA,,menu
a3tdGOuVjGOEP3gMixBD8g,bpMv-FzY0RjaaNAxeZGXgw,Stylish coffee shop!,inside
k9w91pLKCooR-MhNGgugmg,dX09i4yYO3CYHSRijblM7Q,Cute display sign,outside
UM3FqYiqqtgXzbmcNpjNSg,qiLvgdXkIjq0rw5HLYwxXw,,inside
LBzXVKjNULJ6oFpTCPsaRA,luYd10r7vsGoVVVYDG4HZQ,,drink
faohb1t8shn3FrjfmSfimQ,fW1hp1Lje2fBZpDgm31ohg,,inside
89CGeU4zWpxH888iLTXtFg,6KoyHbN2qSUsioqrjXLeEg,,outside
JMRsbfzdnCqAJjvfGWECDg,Qlmusk0BBY0kMOd8Y96H4A,Old Fashion!  Excellent but make sure you ask for Justin,drink
2NH2NJa6s8Acgdnoqc-_7Q,KYaxFTVWG_opECuNpdrUKw,,drink
nKKP14urcsy7C8w6--vuJQ,oLc7k78_YcDMnMCdbC-h1A,Love the mermaid in my cup!,drink
FYcHZXujQX0GGs1oevYfdQ,jyRQNFeaGhdZBgf4kkWFlA,,menu
VdVVMJbrheMIiKg2SdjP5g,6a4gLLFSgr-Q6CZXDLzBGQ,Rabbit and Dumplings,food
Wa26StgapATHugjURq-y4w,ghFNIv9_Bde6uquScRZD7g,"S'mores, Maryland BBQ and Thai Tea",food
MhVEltKdG2Avgupaxi6oyQ,dlOTtFJbcyN1m5PR2IDxOg,,menu
Jxcfc5mCUsU8KXA4MRUFpw,OB9FYQm6V060j1SsmK3A0A,Francesca's italian restaurant &pizza          MENU& coupons,menu
dmytlE2QUapw4zvEY55CYA,7wIsHe_7rn0e1z8KIn087Q,Tommy's Margarita!,drink
5Hm1DhQKqI3TuECDh43Gow,4oLDVoc2BDh-zzbEDCN3_g,Large hand grenade,drink
RjHOBNbKa_D4vFWfT-uSGg,4WJqHhAq_CbtpzNiUuE9Eg,Source: Cinder Bar website,menu
KxQBOwcyJkJJ16Dh8EeYzQ,UTg2aZ9zXLK8_0K-UnCVUA,Outside of the building.,outside
5nBaaB1wagENjIKAxnR9dQ,Ny6IoMTUnRO0EwtkLt8W6w,Bulgogi fried rice,food
VCqift796uPLQ-EQiHkkfQ,-TRXiliBZ2O2_BKyKQ32HA,Menu posted right outside the window.,menu
68dOSnlGWH1sdBTpRSJABA,c_xAbBTeiIHqPm1zMOvQcg,Specials,menu
yOQu630R1yXe02YDB7Zmtw,sNP0PovNW1RQnfDQogOuVQ,Important Update.  Effective 3/19/2020 the Continental Tavern will be open for take out only 4PM-8PM during the Covid-19 quarantine.,menu
D9DeHXRak_Q8M7NjcjzabA,FjgPNVFrbL924rNUMm8nBg,,inside
uE2XM2iuASXquraL_saZwQ,uB0XXol1OqcaJJzi40L5iw,Menu,menu
_oHDwJmZM01VMEs3oKye-w,VZqrQ1dEOUWp-A1hNsdZBw,,inside
zafQ51PjbkDaLn4k6gjbLg,u40qery_d1rwMwOprqCfKw,"Various amounts of Po-boys, Appetizers, Gumbo, Etouffee, and Lima Bean Soup",menu
PwALoqQMtpSiBv9xDKWUfw,zrQAj03aHI7kpmAiyKcKhA,,drink
WlTJKiLNDD6TlpifrO8l3w,x4CzqJ75DhtZf_RmZwyH_w,Brownie,food
mXBo1KgLL5bAxXi5XUlNDw,FQnmvCcViF38ymMyHfqqLg,,menu
mCNv7JoLvoQZ8NJ1mpEefw,S4ujTsHtCOsHKrKkcjY30Q,Coconut Pancakes with a vanilla pineapple compote and toasted coconut flakes!,food
ncF30kYlgB12TCCbX2T7cw,bZ2mNCf64JlX-_U5eDOcQg,,outside
VISAuSLU8kB79k4wBgj4kA,atZ_olNKXOG4rEr6mccN8g,,menu
MkIXxVP2Al08SHPPUcGytA,UH87t9fT_oTLMZfr5iCbQg,,drink
xfv6nq8ranJx-eAS4sUItg,9Ys1CvuL7GFwRdhudvWWfQ,,inside
wrZFHVFzKrc9NGkEFqT3iw,YZ7aP01qExBoF4f0LWnNEw,,inside
MYIDTsJ-fDqFbm62LXx4YA,FlrkiVnHN8K37q9WzJi_ug,Spider Roll and Black Pearl,food
9PvRoCcI1qLHf_NlyFvZYQ,LCS2sJH5S2kFquIL_FIqAg,,drink
BoOLp_mxpOD6k-7Bdz_ADw,C70aSng5_Rn5FGiDKCRAVw,,outside
Hr_jfitRBmgdcoRo5rwi5w,7NwFNLC0SwX1SwQYlfF5yw,,food
eAFIoZmkXkfzAaJ1qBSgVA,Y1u1JA8PS7abTl3btO3BGQ,from owners,outside
UvvL_BP3XyFEUYvl6Xjqhw,LpuMOJG8A8g_2ECFsrSwrw,,inside
91GJFquB8KpRzR_HAeGU1g,rueQ9RiqrN8E5Lb3EyFuTg,,inside
K1xmHjgK-u6cIs6HsIjDCA,Pr6evSEG2vmtS8ny7K4nVA,Brunch menu,menu
Iha9rXncHg-tKBnXPTER_A,03dIEDBsDERr6Osmey-udQ,,menu
P0YJ_x71S4sUMndCZdNPYA,fwIELFOf4kFrlBHexQi6OA,Menu,menu
_p_xKAbAsw2LfS6p6J3IsQ,5ln4ESCi6mnfTBx4bYr4dw,,outside
TtzeYSJWVBPLvY_kMleUew,iy1SG8qVkGhftxj_AP1Ngg,,menu
qwajJ7054SjDb1MheasrnA,wLMKPkH0t9kN-RLIJ26ORQ,,menu
XUvWDeQGK80m2KP2E6qIqQ,IkY2ticzHEn4QFn8hQLSWg,,outside
q5bRCA-mZbwUNaGwkNJ07Q,l4IeGBHXV2E8S8COd9rx9A,,menu
HxgWGnrhW6IJk3HCUZ3XPQ,22C6ueBbwUM7hpLU-sTExw,,inside
3L5ugIwbOG4NLAuxzLHBsQ,iVs8jHAAt7YVY7GxuR4YgA,,menu
o-MVBKoN-3EphKjgMiWmkw,0F2jyiUdl8CSKQeR1KwVig,,menu
9CMO7g_37PXoeCWsO1xG0A,FjgPNVFrbL924rNUMm8nBg,,outside
DubnAesv5fWYEnAKfHsuUA,zBs8GENWVLpX7KcBIPiB0A,Take a menu with you.,menu
ChXhiCC8J3qpiu6mHqqK3w,ays64TImbO-u55CGsH3HVw,"Cueni Brewing, Dunedin, Tampa Bay",outside
OmE6VTtausP4CTUBqJxL0A,Wv7QMgkWGfVJn1anWYa13w,Menu,menu
2FeqUyvLbSM1DjDbyZ7G1A,cLxia5oKALmQ1HDWq0KPmw,,inside
HveEddsS7UwcxdFoqn47HQ,crgS4ogZEt2rYGwYVfeK2A,,menu
HQ5drqZa_BC9QBEfKPguIQ,TK4dPtI2fglPR3LhUEoCmg,"Arepas, diferentes tipos de carne.",menu
Xqjdsw-Xeft5-eArru-VuQ,KAOkwAdXQ556P_p828BprQ,Social Media!,food
XrcSu3cHoA-OEiyWVEXWeQ,X0Dpf6yaN5wfEVcKwB_pIQ,"Tator tots, whisky, bacon, green goddess",food
6x2PCZuGVRL1qOTOJcQ1Wg,PlaECqs3oPBRo47p85zkzw,,inside
ejzHIvyUjZIrqfqo8q3AOA,14QP5lOdrTAVVCDDuHIAUg,,drink
U1z5DI6XeIINx-B0w5D76Q,ow7hDGkfVJH65nniXH1a0g,,inside
yLV-JBxD2wxuGqZbRnaWAQ,ow7hDGkfVJH65nniXH1a0g,Dark&Stormy and the Giving Tea - both delicious!,drink
CDZW0LtH8LtgJIYvwi99Uw,--ARBQr1WMsTWiwOKOj-FQ,,outside
BmOqCYNAhYIaYxcFgjVxlw,roKcuykq_7CNMcTGtNUmYg,,food
EmvCWXRTXJDZQUDgKkC0Tw,mwhnPkUD4fsitu8vk3Y6CA,@Fuddruckers Tucson,outside
q-JWlyGR2fUSb_0xbgIt-Q,WiEo78wa8g657mp0YPpiFw,,outside
eYRpIRRio3gPycPV9vddeA,PHPi88XcNhbRsiAeDZn1gA,,drink
t1wiRx13pcS-QBaLzMBBHg,oB0D84FLq6h3WcWlN7lIUg,,inside
Ei6LamSKf3bpanZJdlvSow,sDHUhFN0Kcbd8TUqn0NB7A,Menu 2021-05-08,menu
6O0uvrBOUiprmHiZcuyAzw,_iKyBipj2_YNp30B-l6L_Q,,food
cUlNGDmCtp6ZqM7J4d3l5w,e8pMCk4bE0U4qk7z59Lxkg,mmmm doughnuts,food
q1XWd1PgQU4squz79g51yw,lo3zYtvPB6-iVok2C7HsGw,,outside
el1yauS8vkOQh8GKKSb51w,jMi5SL9vb6nLJGRjw0HK3Q,"Alcoholic Beverages in Drexel Hill, PA 19026",drink
2rEGWE4yqLYO8PXpPU1Ylw,MlXH9dWYDFEBbwuGStlfZg,Green Tea $3,drink
SSjxxvTUShL40IIgvp18tw,-k7ilyGMpikPlh98YVOX-Q,,menu
5ZV9k_9REVC004vUa6Sy4A,vmq2cm0Ayol4toVsL4dZfA,Full menu,menu
DH5OeBsh1ZLdFb9KZZsk2g,R3FDYMQBrMpkUquwE-eniQ,Outside seating,outside
pn4AVzlHlu4PhBpyDpb2wQ,cEN8j6jL0OJ0zhe-AX58Hw,,menu
S8mRIIcOt0YtqbrtwFyVbw,TV81bpCQ6p6o4Hau5hk-zw,Hella's Restaurant and Bakery located near the Sponge Docks on Dodecanese Blvd in Tarpon Springs,outside
PdJqRnqhMhRV36OwVDaXEQ,lo8e7k7cL8cyPBJjagp-9Q,,menu
XyoXpaRE69S399Oz0HTrew,-fEZQoE-pdN_uvXdr3WR_g,Fantastic menu all things considering,menu
utZB1lPB6oNEIkLT4qCG_w,Mwc3n5Psw9wRaQ22vZWDYQ,Dining area,inside
XVzTmV1ddx8JIPZcbmWXGw,20baIgvnIeTftWukadbMUQ,Our Menu! All Combos served with 2 sides or 1 side and a drink.,menu
_b5-Z6AFEA2R6rqOsudVgw,QnKuifVndllMMQzrYqGFCA,Menu3,menu
E5vcjOw8CkuVwWV438xv0A,Qhigd6zj7sXQ7oFN551Tmg,Kumquat lemon ice green tea,drink
53KYbEeLjx7s8unnZfCqMw,ZNB73mij2iG0wfbXBazQdw,Pastries,inside
lDEzbPhx36wJnwWb3Q1NiQ,jyRQNFeaGhdZBgf4kkWFlA,,inside
NgZnS4SFGSfVgCDZggA-5A,nRKndeZLQ3eDL10UMwS2rQ,The heavens opened and God made Ted Drewes Frozen Custard and saw the it was good.,outside
IIrIDBa9AoZwo7bsWy889A,K0lttiVfWWP1u5JmsVp4cA,Fried cheese curds,food
h3X5_IqFE1EDT6Mt5dyzZw,Tozj3jTcnclmQKlNViY7SA,Bar Volver,inside
gSyWGzfqSDhzub9VSqifnw,jKEZv7ID6c5oDPIE30BS4A,Passion Water Lemonade~,drink
ZUE1Lez__BELi5WaWpypxQ,1cSCU9Q9XGBkEDjQMPwq-w,Menu,menu
GdMoYe5571p4K8saPNU7vQ,nQeu2F4xOiKoXIp-9engUw,Cheese board,food
IM5sGhoR75fa1MKDNFiJAw,EXUDBHmZ6vIuNOh_dx16SA,,inside
QfZDuyejnmRxiq_TNQhpfg,wS_ka6i-JFaBriEdULEAIQ,,outside
SaNCHW04url-4aZA4xrZMA,Jx3MQa5W45YFbVSBsZ7M0w,Organic groceries available with all home delivered Farm Boxes,food
Qjk-m2u_QV5V6yq1bmBp0w,9rJorsbB7jk0-rrrKF-Xvg,,inside
lMh4JiUpZMDKdD1jLve1GQ,SJM5bSgqdmAPSiuB4MWNIw,Catering Menu p3,menu
n21OIMxS7zQgYsMRAkKXeQ,W57360g1e7xMGerm7wPW0Q,,outside
mUb6RB-yRTeAiKGV7S_pyg,QHWYlmVbLC3K6eglWoHVvA,Awesome lunch of grouper sandwich and THE BEST SALAD EVER.,food
Bpjn4wsDmIOdePvZkuprbw,Rt4xYQBWC8i2xqLp9dP7XQ,,outside
OsmmU2gw7W566PzZrDGnaw,NfOnxD8NT4UQmSfBY6iqng,,outside
SRVJtpvP6oUEX5zRecQlxA,ysWG1Hwm21UWCSlc_frXBg,,drink
FTH9qP37H17DM80Nrw8BUg,tttwCEpskb7HdSQS8szUFA,,food
eEUcX0vahulpsHnn2UojlQ,rOh8NovXVn48p8I-ZYEpQA,Cool place for the best kale Caesar salad!,menu
5Y52OQk8WatjNFRy4il0zg,CcHbzM4bTBCHXe1YiAwAYA,NEW MENU,menu
MKkac0Rl7FXzNyCmiBHzPQ,g3G48LvuvwMdOg9J57gkOA,,inside
tZGibiSwq5da-yrOh0g2sw,R6IRHj65pEE-YJHVudBuVQ,Love my free water with a splash of lemonade,drink
fIN6sBUdfL48QCKBMWk6bA,GIo6CTonm96GbnHqLsw04g,,inside
4sjMraIx-br3Cpz58IrqAA,LDRLenZPm945wioD58pu-Q,Chiller - Green Dragon,drink
ByVAdvkmBKkEyWt_Pow84Q,c_r7H2PYhaNhPjKQ5Hsh6w,All Beef Vienna 1/2lb Hot Dog,food
Y8d7cO7MMMLf3Pe0YB8ymw,C361vgN_65reegQhfOhFhw,Cheese Dip,food
pgMSJ6iA2jAiQL0pbAw_Gw,j2YLhPQg-3TDUAy6mWoBtQ,"""The BEST Pad Thai"".",food
D7ldk3aBUe-671R4GVBbAA,kNcrmaQNneyioUg1MY9ZqA,Matcha Milk Tea,drink
yCFTLAxu26GDIWJLkjDPwA,UWB_Oi9dkPwXfhYgFMnjsw,Cobb Salad,food
blnGbZilc7EbV6C0jxlcKg,ij0k8CB6jbvtJCPQOLY1vA,"Slow, it is a snow day though.",outside
YKdcm-qdrvgCHmzrkBLuCw,oqVdjXJCEOkzLkmQvrBBPg,,drink
wj7i7jea-a9i89xcfHeWhg,u3Krpt7IdsJ26jj83uwNBQ,Peach Cobbler Egg Roll,food
ahyB2ioARNDx0wWW3offCg,ctVn7wMvJX8f4Z9SnOnrHw,Great for afternoon drink or desert!,outside
ksIfT13ErAOuI9aTMvXCBw,s4nlPf6kXz97uk0yerqmHg,Veg ChzSteak Alkaline Fries,food
4RYTjWuOPFQGcYTPDF5ZWg,tzAVcGlQrCXSLdj7lZq3zg,,drink
dxXCQ6LqH3e5UYKiEYhe1w,2kfa2IBX3oy2zQX4PAkEpg,,menu
Q5-8ChfNDutHugMzrxu6tQ,GlYN-RJyL_YwxIqsSDo1ag,"In a strip mall, not easy to spot",outside
DHjwREgSSXFWCZhLshEmyA,JctmT2xauE_uxiqY-YgjqA,,inside
dO8YqyfFEvwo_J0QsDPpDw,3Z4rhPFO6XWJRQipEIZCWA,Dining Room airey & whimsical decór,inside
GNLvj8SnPpK_oTuSdv_Psw,X_T1gP8z1f_sGNX7qV0PJw,,drink
t9__56j0ilZ_GxSZ6jZTzw,r5sCZFp7akbzSbMwRExsDA,Head down under for happy hour.,outside
q-wOnsTQhV777v22wdPtyg,BtXwqcJq0xS607Hsq5Wq1A,Iced Shaken Espresso,drink
Rp79qpMD0wMZWk7F7k4ZUg,Ix_88gFalSxSCsz5Fbnl7A,Tan tan ramen,food
ZVWDBrIbotqxstMpjGuA_A,QHWYlmVbLC3K6eglWoHVvA,,menu
NvDQrHVRIe5ZogwUd_fIMQ,-ikBycdroyTLDBHR9aC3HA,It's never too cold for a beer...,drink
lJHBQQiZPSnmUrCd008g1w,z1k4Fn6gTZdgx0IfkbvrBw,Stir Crazy classics!,food
ridK3NEeaFO0UOPMyJ7i0g,IvAa7PvfOYl0xRML5W3ebg,Yards Brewing Company,outside
yHiuVmaB7kEBdF5Ji3YApQ,j_m8zce-jSRQn5JmC633GQ,Menu,menu
G8HU7vG2ElNhqH9_7NrX7Q,OTBWyXkNsBYHqIlXJXnEDA,,drink
q-IitfUPyrcCrTU2ex61qg,oGDGlUbOjHxmmCh8ZYcDCg,,menu
tx9iVYA7ZEVJ_cnMQxObEg,nU-zF9XbQehltHoi_LwWRw,,menu
Tu10HlwxLWJpJWg1qb8kyA,PRWLolApFNliC92zQMfm9w,Porterhouse Steak,food
Y1eZ7FAnV7wPSSdQb2Qqng,JcKs_dbG0SD6GkZiHizl5Q,,food
p4NwjYWqnHuaFlrQj6mylQ,8kUh6TROemLfbVR_ewVVLg,Interior,inside
EnDMYtuVwplYPlrz4wgImw,aFo5XZwwogCxa0qYzUhZEA,Beautiful outdoor seating area,outside
I39yjGGTx-IImuci0UCpHA,6kMEt2jDpFHIt2fFuVczEw,Elegant decor (even in the restroom!),inside
oTIOB9fxHvZv-5VjQfguHQ,aFu9n2CL-26lfnKAnLmQAw,,food
m1KLjji2mQalRpJ7VmliBQ,Z0IoE5tOH3J5oXTMGKPS3Q,,food
KHoySIHP-gHdUZ9PcQ0dUg,Y4mfBM_xccFkUhoeOE0D3Q,The Best of Nashville by Daniel B. McNeill,outside
MVDU9UqMBogqH_RH-qE-0g,3P3Hw_Dm_f0-R32E0doMPA,Plenty of entry choices,inside
U-GebCPHiRLYd8bA9GUYhw,QHWYlmVbLC3K6eglWoHVvA,,drink
OJ12cIM8GSlo45u052Ro8A,PHyXrC_xG4wXCNmx1ACfmw,Orange Chicken,food
d8Nuve44R1Rn4L46USl1NQ,wcsGUJIf16NXYu187CANWg,Strawberry-Passion Fruit Limonata - $3.59,drink
zgwoKiasHp-hsefzPv5ETQ,jQBPO3rYkNwIaOdQS5ktgQ,This place was recommended to me by a fellow Veteran during a meeting at The Hope Recovery Center. This place handmakes their own IceCream!,outside
drJtMMW4KA4acSkKu7inCQ,OLa-9kI4kWN37vh74lbYwg,Happy Hour Mon-Fri 5-7!,drink
jHOCzLqXZNvQEiXKvpml7w,EQ9RsmozHxm-q1dEgILAiw,,drink
EUplMaUSwHsQ6b7vv81DnA,Iuir7lUtx-LMhYtStwyf3Q,Another Broken Egg Cafe Brunch Cocktails,drink
e_pgJXZ3v6SddSsxUpC5Hw,Mety9u6oVMEBliYTmBZ7Jg,Large variety of booze,drink
HHKw7rN7i0N51K9yuhubug,E4OS_VH-ru2oER7W1Gk8rg,Off the Daisy Chain Mocktail,drink
Ks34Oq0DSkvI0-FmPyvkjg,glqhlr3vcINNstyYRQGliA,large patio for nice weather days.,outside
CkIpJWbpbGQzS8na2RpmZA,k9CwhDTFoInTVUvmvYKZPg,,drink
jj36uGMc6f7FOYAJmv_fnQ,QjV4v7q_pt7tt3K1US7IHg,,food
tBGI607pKZyLJ1Dfrc07MQ,dGUyXgFW1WSYMgRypKaYew,,drink
zem6zpCmOd3WnblaF22Htg,PJLh9DYLcf5JJ_fdwHDbzA,This is my go to spot. The food is amazing the drinks are fabulous! If I'm having drinks with a friend or new client this is it!,food
XS5Bm5O41tyhoy3wKNXMdA,EQ-TZ2eeD_E0BHuvoaeG5Q,,inside
xmS3FQsPEPSmuRWy6d2TbQ,4iKNV1ijEygUYWvx85w-jw,,food
